activated early epidermal progenitors.s	aqp+ parenchymal cells.s	cav-1+ neurons.s	ChAT neurons 1.s	ChAT neurons 2.s	early epidermal progenitors.s	epidermal neoblasts.s	epidermis.s	epidermis DVb.s	epidermis DVb neoblast.s	GABA neurons.s	glia.s	goblet cells.s	gut progenitors.s	late epidermal progenitors 1.s	late epidermal progenitors 2.s	ldlrr-1+ parenchymal cells.s	muscle body.s	muscle pharynx.s	muscle progenitors.s	neoblast 1.s	neoblast 10.s	neoblast 11.s	neoblast 12.s	neoblast 13.s	neoblast 3.s	neoblast 4.s	neoblast 5.s	neoblast 6.s	neoblast 7.s	neoblast 8.s	neoblast 9.s	neural progenitors.s	npp-18+ neurons.s	otf+ cells 1.s	otf+ cells 2.s	parenchymal progenitors.s	pgrn+ parenchymal cells.s	phagocytes.s	pharynx cell type.s	pharynx cell type progenitors.s	pigment.s	protonephridia.s	psap+ parenchymal cells.s	psd+ cells.s	secretory 1.s	secretory 2.s	secretory 3.s	secretory 4.s	spp-11+ neurons.s	Cnidocytean.n	Dig_filamentsan.n	Epitheliuman.n	Gastrodermisan.n	Gland_secretoryan.n	Musclean.n	Neuronan.n	Precursorsan.n
neoblast 4.s	0.600055454594046	0.227330116716078	0.237710997539837	0.243034802618532	0.133239548600732	0.371265238566268	0.471030128455306	0.0882500746320482	0.432244023312068	0.671662052230403	0.211070074758314	0.2785850052673	0.290277406595756	0.668500473170919	0.222368078226394	0.176886702688467	0.384397771135784	0.348879464979844	0.434501397803828	0.608384003432715	0.855350169337455	0.665109397802387	0.873648945426431	0.759993704752912	0.778747921387728	0.768807050676739	0.82373308152345	0.801704213318944	0.751851389411977	0.78569326482728	0.606578087789002	0.747119535861536	0.538115638821159	0.263494506236638	0.298814724875603	0.321922527327095	0.597630074590666	0.242162372150406	0.194630215764816	0.110330006610604	0.557146646344747	0.417139985667179	0.174402888673494	0.14103815401886	0.276632452685604	0.260169209402973	0.304489001134332	0.544570275149809	0.415249413261429	0.141258877351558	0.521136662408117	0.447443156190272	0.466372764741865	0.283419927393593	0.472549942983875	0.43235484114915	0.330871946242913	0.646317217500787
neoblast 5.s	0.66505690326445	0.212290227795953	0.105194723050511	0.186973116799706	0.131755163065935	0.449370793851222	0.626784199684963	0.109720857779597	0.349400294334069	0.733955474961659	0.115216946377405	0.232314453271098	0.194562743336328	0.708097999616077	0.274160982550111	0.207424273434302	0.341138809749921	0.178136007232393	0.20648269588689	0.529992361699679	0.890114570489626	0.816523268398268	0.790707495926127	0.793894059984712	0.793483998854369	0.846119991906111	0.801704213318944	0.823730158730159	0.779608679695385	0.803035508579806	0.765506888289907	0.770972806343177	0.426379912004367	0.213062081795541	0.179320351796633	0.25231737012987	0.580083963153583	0.14692832816396	0.168189863841624	0.104872925855913	0.609811093005009	0.152605390148411	0.116636210880067	0.196186232681897	0.514195468509985	0.244378746122105	0.257683438155136	0.347163821503444	0.392141046532682	0.234963870562363	0.555389822595705	0.498742431680576	0.47297406908256	0.367258196511687	0.413895950165564	0.40965752586617	0.334396157679486	0.824768888888889
neoblast 6.s	0.688262608911671	0.169319275386985	0.137562055246612	0.154744701348748	0.171137514412248	0.457001509919174	0.653107115891997	0.12205887359609	0.313268005175759	0.741288050311111	0.155033638177157	0.193597012851874	0.254427888052738	0.691645031990617	0.336165079545918	0.264508031019906	0.308354925005535	0.235951667064123	0.175613857780193	0.474489793790689	0.87407980437678	0.801182434898114	0.766422140535445	0.803146054281041	0.770621762392796	0.858412205865496	0.751851389411977	0.779608679695385	0.768625561978163	0.700348695835354	0.753251899516487	0.741265551035943	0.361841372327048	0.203040866420689	0.15721788513404	0.142161773077597	0.509222010510241	0.179950975325867	0.175104580214735	0.122441694196464	0.561052272821625	0.227801766616195	0.139596066243916	0.171844894026975	0.487050508872826	0.255930552965794	0.183051208177312	0.346492559469711	0.390379840460474	0.175244438179224	0.54843368657675	0.498636967072549	0.520204453007921	0.343469968716767	0.414392130541205	0.491549485089994	0.368422693845839	0.822550436737315
neoblast 7.s	0.722051331068945	0.338379726796288	0.1101863642298	0.300439753398504	0.392747989699532	0.187402072050334	0.533324870983424	0.099474974651931	0.185523376761182	0.672644166447026	0.353635883803672	0.0532516493873704	0.243288638344033	0.710981017851629	0.114345863138603	0.0660809979952596	0.147770528717923	0.230824326925272	0.1228384177133	0.313915740986383	0.818998927509846	0.764946978027209	0.61149795909591	0.775018934691113	0.646418279207053	0.872480454919119	0.78569326482728	0.803035508579806	0.700348695835354	1	0.874584763395159	0.852770639606958	0.297553261812765	0.199656938117017	0.231659284141737	0.44412625905616	0.446579462365859	0.205179229816446	0.261330160283269	0.0374746779173623	0.420402814261601	0.394859017026399	0.342485510512784	0.255631888337428	0.304577105841577	0.290854249866314	0.353375020006046	0.453557519605925	0.158065199628731	0.545240339302545	0.276825168018826	0.57956819573054	0.595107653111294	0.566563883814636	0.464766539966415	0.439563387232939	0.587220150598358	0.747617983034873
neoblast 8.s	0.775943396226415	0.209800467068579	0.210528847875121	0.215945865294895	0.205611709818322	0.446574471378339	0.695888587683381	0.194425897893352	0.432424447974867	0.772332239327733	0.211921002204562	0.470113189764018	0.354716981132076	0.593151327118506	0.397309769285005	0.242593618785028	0.241762628887017	0.297680631043327	0.215663407405768	0.563163206925287	0.874576117832552	0.861398179912331	0.760659839299806	0.770721384835581	0.624828855760023	0.821863586152832	0.606578087789002	0.765506888289907	0.753251899516487	0.874584763395159	0.99811320754717	0.904780765149388	0.541883857661908	0.194373952277348	0.282472208299023	0.178796812464265	0.508516352288743	0.0921934865900383	0.212286428183238	0.0337290901308985	0.622557213573427	0.310030800173166	0.202659432178906	0.181628161316513	0.424665694031721	0.235541378754789	0.30872641509434	0.180188679245283	0.372145598679963	0.0735635658776875	0.521775188062646	0.384408675354989	0.313788434661076	0.267098314712465	0.350324979041988	0.486608406407185	0.429628913633708	0.760798490566038
neoblast 9.s	0.652295328710423	0.162657296969567	0.169865381411783	0.196930345814418	0.209345932397869	0.430438315968511	0.599063821392066	0.236828872072425	0.31980379924947	0.764576750797986	0.154282589759614	0.336488300411224	0.392907555730756	0.681371828569137	0.314744934171052	0.253173676701216	0.292972459639126	0.235681943290154	0.221745426914371	0.503420067972913	0.859535032081533	0.76877984198586	0.74969997905676	0.817163426228582	0.727603672048116	0.762533624720174	0.747119535861536	0.770972806343177	0.741265551035943	0.852770639606958	0.904780765149388	0.809116809116809	0.435650446065295	0.195498084807053	0.185918240536011	0.152232648181722	0.503097400940814	0.169187743102175	0.235061696632687	0.178553531652495	0.59918990884876	0.269294852123618	0.165091504494116	0.164521242027397	0.491895563993041	0.318430091608987	0.241677019437327	0.285964156517965	0.343900958333785	0.141271337312808	0.596375807682997	0.554236801197473	0.509765263368513	0.363490895493024	0.453528111894428	0.406098564301501	0.330881143175652	0.726796327951883
neural progenitors.s	0.428010150461095	0.463528737768693	0.930673271589993	0.929704688273713	0.914996880901038	0.279682335968771	0.376617405367777	0.214715482354364	0.37351906588878	0.354825368180477	0.934184774269929	0.508347478433943	0.1536320416228	0.268991786838795	0.213214309207132	0.258617697601233	0.180835613200514	0.741041919360798	0.728918620803702	0.588900644489454	0.508302531136946	0.477681499494861	0.386962296605674	0.287768776640315	0.491355825542517	0.345965830620713	0.538115638821159	0.426379912004367	0.361841372327048	0.297553261812765	0.541883857661908	0.435650446065295	0.940788580516282	0.881623312343641	0.858938496588131	0.846721271009978	0.247390315226618	0.275002069490135	0.221925917119749	0.237361188148352	0.315106972486279	0.264132229301216	0.315505602701797	0.352447376854151	0.210161108890128	0.623558452687734	0.710315634568031	0.462409230063823	0.53623521934188	0.877932081983875	0.524670584356393	0.418276257008764	0.508473137667188	0.411194375937981	0.481859944010845	0.683800874914848	0.652242211578581	0.424372834506701
npp-18+ neurons.s	0.31126145807326	0.821945611460071	0.955606264549847	0.953331075100801	0.947241623998315	0.296032972144292	0.268452260700525	0.411947223410843	0.311509305145461	0.233834412320021	0.958454452334482	0.833460983058035	0.715580750436923	0.177009780197987	0.329735313328397	0.427124194069653	0.253618650506559	0.88963359021237	0.87125086966641	0.474592099245725	0.1464713892521	0.196319587653472	0.267038030001366	0.182153837274408	0.233016999369481	0.139674307240189	0.263494506236638	0.213062081795541	0.203040866420689	0.199656938117017	0.194373952277348	0.195498084807053	0.881623312343641	0.960066162570889	0.951681504969815	0.955439019209104	0.264117537005838	0.690189577111605	0.616988190691964	0.734877126654064	0.278505969366119	0.79715670146783	0.770203213610586	0.731717915493539	0.225759932456427	0.858067923797362	0.829688893248208	0.767124692370796	0.731983996636167	0.948212109523241	0.65737051657462	0.492273400502797	0.566490716962638	0.56179963599636	0.705019634475747	0.673175445665354	0.822590535938296	0.235173875236295
otf+ cells 1.s	0.241417466256131	0.864921100796881	0.923624288425047	0.949549777646157	0.923977014690611	0.352070005090905	0.280308346559505	0.396481011528375	0.469987963140821	0.178074278511458	0.929319659434776	0.858531667432714	0.736501333643622	0.224058625970613	0.401571966152334	0.571075690189192	0.393504803099645	0.882554447275619	0.887473681414791	0.47801536414	0.136774459851041	0.0964672220305522	0.208573350841625	0.102433793889788	0.24224423096445	0.174373136884593	0.298814724875603	0.179320351796633	0.15721788513404	0.231659284141737	0.282472208299023	0.185918240536011	0.858938496588131	0.951681504969815	0.972129981024668	0.971748138404922	0.235199028177405	0.766036033743617	0.757960712724699	0.63275569618664	0.307578408525191	0.811803674701855	0.839789033943964	0.842937157770685	0.363021821631879	0.885377134724858	0.893054759944148	0.684247341663385	0.682082425451476	0.928462349793525	0.655705249841872	0.462152184119408	0.48085249265054	0.644040444215523	0.597680890399932	0.82219350877983	0.785498697381962	0.277658652751423
otf+ cells 2.s	0.302404647894035	0.812061884521331	0.894616528185077	0.941222193028551	0.914171094469295	0.344305227866558	0.246890507446328	0.222827803464444	0.570843681015453	0.15856035978241	0.894893011417904	0.830543521334933	0.655013579188108	0.206584350007165	0.38038422828845	0.428780959668316	0.390804861290972	0.908555624011196	0.895475051442044	0.478767678432313	0.151340377233688	0.132970328282828	0.193984341994085	0.0882742975076544	0.277594094434372	0.249824511045297	0.321922527327095	0.25231737012987	0.142161773077597	0.44412625905616	0.178796812464265	0.152232648181722	0.846721271009978	0.955439019209104	0.971748138404922	0.986268939393939	0.25625043469189	0.727807589786756	0.552443515194764	0.559532142072903	0.332162223470446	0.732008933744713	0.571613464512803	0.7881629700181	0.287735334847527	0.919552947645334	0.897269868496284	0.826994294358681	0.750715508219073	0.944391487923533	0.6558853238265	0.424851153285432	0.557437087065625	0.608248648057993	0.680664631122378	0.788574880867396	0.825449827692327	0.277531767676768
parenchymal progenitors.s	0.380783468979074	0.788517889130871	0.15563557497315	0.249070776148317	0.132150153667934	0.491800895503916	0.482059449392042	0.164721545425909	0.390820136356225	0.494860769191425	0.129461735134362	0.859472235372688	0.370164815480674	0.642413771608369	0.288385384269567	0.311765799999814	0.916852545450764	0.279772783221388	0.326908086061469	0.332535350966966	0.601417874553209	0.622148487061462	0.494967914118898	0.458099745208434	0.485126453480884	0.40162203972223	0.597630074590666	0.580083963153583	0.509222010510241	0.446579462365859	0.508516352288743	0.503097400940814	0.247390315226618	0.264117537005838	0.235199028177405	0.25625043469189	0.928474057587982	0.925456895411791	0.708297155156686	0.195602742296109	0.432779060954447	0.903197809644914	0.189406695037393	0.75492013484349	0.378737635943909	0.258813298067916	0.24635134390329	0.296098894537514	0.303267917768327	0.311127810854603	0.696799276672694	0.53510586405634	0.607885409312445	0.640352084929849	0.506672159754062	0.669623496374171	0.374239804989745	0.777780548059535
pgrn+ parenchymal cells.s	0.151868920536238	0.975124075397173	0.202469504363357	0.681854534090266	0.376660070642709	0.342765528382572	0.263876441308002	0.780506260055794	0.622232633464269	0.216265281768032	0.242731117063775	0.9914483733628	0.930799537338249	0.463381611470314	0.45864141949629	0.642884431709647	0.957242671003846	0.702214873659272	0.823702525321062	0.27244028651584	0.0895457695042007	0.234327228220906	0.152843071317461	0.194845736296682	0.15720546659244	0.0801777201316454	0.242162372150406	0.14692832816396	0.179950975325867	0.205179229816446	0.0921934865900383	0.169187743102175	0.275002069490135	0.690189577111605	0.766036033743617	0.727807589786756	0.925456895411791	0.993667518092806	0.977864549818463	0.835292750162761	0.331057488260517	0.975567081553763	0.824795130615047	0.968493695509342	0.746377627081814	0.473136530907011	0.711774078893467	0.754941886149867	0.352281045085118	0.742947823266082	0.672198432374227	0.684246158707588	0.694266980328843	0.954751888223961	0.653949068820925	0.799352168389761	0.517824973595387	0.668307296722009
phagocytes.s	0.301102417366128	0.951828650092436	0.0860516783591762	0.521325813338169	0.180437688042684	0.5506987249319	0.337150372869263	0.852698415924324	0.792323888989316	0.239122913242799	0.102851017873687	0.963612957894693	0.955076171023921	0.63401340311609	0.734428362992566	0.843655561115532	0.933613255687471	0.450279471835964	0.648600369470865	0.244329087685241	0.114249792037319	0.232530166075599	0.16058548999307	0.204718974065853	0.180086799267826	0.148790038099559	0.194630215764816	0.168189863841624	0.175104580214735	0.261330160283269	0.212286428183238	0.235061696632687	0.221925917119749	0.616988190691964	0.757960712724699	0.552443515194764	0.708297155156686	0.977864549818463	0.981057001989447	0.842784192388562	0.431403486153624	0.947635442303465	0.894972324821294	0.962226457596096	0.756675197988657	0.541377115111051	0.665365909784523	0.482725224526833	0.507395969239705	0.642831969194098	0.721256851268605	0.672886283603691	0.73844641133039	0.94130044741228	0.65782292212878	0.663541383219861	0.498577987136893	0.695783219444685
pharynx cell type.s	0.241325302279131	0.86307580453645	0.980938803657325	0.665731389614316	0.968023670867634	0.603838925142778	0.244997866388507	0.985511534440827	0.932144310233514	0.197787964195508	0.98449421006037	0.947983832173165	0.92793451510504	0.117860778413154	0.9467286916131	0.964445231341806	0.268660851473461	0.426030437842336	0.659524959408637	0.228532476295743	0.0721499737835883	0.0943723625670696	0.171438415979644	0.162352741496805	0.163393918776191	0.102070841760218	0.110330006610604	0.104872925855913	0.122441694196464	0.0374746779173623	0.0337290901308985	0.178553531652495	0.237361188148352	0.734877126654064	0.63275569618664	0.559532142072903	0.195602742296109	0.835292750162761	0.842784192388562	0.985586011342155	0.568500812207551	0.423278029183097	0.978615311909263	0.866272530725925	0.664648669395193	0.349413903466137	0.808593554945251	0.58254226557763	0.230838101159372	0.7169330793256	0.177539444259115	0.901407635491981	0.773392369078427	0.650030217610304	0.749476542342307	0.52597596381958	0.809971071274343	0.107505293005671
pharynx cell type progenitors.s	0.69577803285745	0.297092519415684	0.277940996096709	0.253832700230286	0.261519634153448	0.71781966944616	0.496692206981768	0.423414747670634	0.637404313448997	0.599476836867625	0.278892677854404	0.257318316531861	0.534966640361575	0.547121019295261	0.716427877817204	0.760315428352841	0.417491457204174	0.31659150138982	0.33333945810032	0.36599402588158	0.671622215013847	0.63808282444214	0.580941064638783	0.636765918537588	0.587190099223616	0.703568199308002	0.557146646344747	0.609811093005009	0.561052272821625	0.420402814261601	0.622557213573427	0.59918990884876	0.315106972486279	0.278505969366119	0.307578408525191	0.332162223470446	0.432779060954447	0.331057488260517	0.431403486153624	0.568500812207551	0.780988593155894	0.380018711513715	0.384207414808053	0.28501569631567	0.495361054393547	0.422067481475603	0.411546739364373	0.333598177774589	0.404990494296578	0.208940871120222	0.587171214493402	0.581903296617146	0.463786176143142	0.506339175225252	0.464130123727488	0.598553768065447	0.339873485644124	0.657772015209125
pigment.s	0.292059710848155	0.953325203141844	0.142683986797087	0.696269165742573	0.386011779177838	0.520844818912349	0.354352230598573	0.291603628047723	0.596028824724906	0.268364733234784	0.127032037649833	0.978186108653224	0.855747862477001	0.551457637695988	0.533056891416405	0.713222109681794	0.93732005531254	0.821734072566993	0.837344658978056	0.278142852956487	0.147001438679628	0.190318577746876	0.20725164305084	0.143855395360776	0.222025714591087	0.207220230131604	0.417139985667179	0.152605390148411	0.227801766616195	0.394859017026399	0.310030800173166	0.269294852123618	0.264132229301216	0.79715670146783	0.811803674701855	0.732008933744713	0.903197809644914	0.975567081553763	0.947635442303465	0.423278029183097	0.380018711513715	0.996235659655832	0.564391714588296	0.938919221280322	0.660297224268107	0.548448095391861	0.639081045492262	0.345428564342148	0.291898477996932	0.561549467879972	0.805342832639748	0.53868508653486	0.630281195843739	0.818749686435623	0.611954238435059	0.859186544411762	0.514999966363251	0.40794465583174
protonephridia.s	0.152741466633377	0.844264012261566	0.969175285975113	0.817980842660684	0.959419266955948	0.481676200830508	0.20494897370195	0.97871345591479	0.631931175367028	0.201581620398024	0.9771421964156	0.934273383172775	0.936649338374291	0.174414061433944	0.871527670382493	0.929863672665142	0.312444186332725	0.428399555143298	0.594797892575977	0.204388645757658	0.105823145599599	0.142957964570086	0.161720047151164	0.0502915419368774	0.164352874125856	0.111919883758084	0.174402888673494	0.116636210880067	0.139596066243916	0.342485510512784	0.202659432178906	0.165091504494116	0.315505602701797	0.770203213610586	0.839789033943964	0.571613464512803	0.189406695037393	0.824795130615047	0.894972324821294	0.978615311909263	0.384207414808053	0.564391714588296	0.974952741020794	0.897790468194737	0.431511359193351	0.375987439155185	0.744179566287406	0.242599957199415	0.195213456050946	0.447001126019787	0.208657381667223	0.891140256854988	0.817079885508435	0.608362022054867	0.750177185395391	0.51771552730477	0.782280670715311	0.236902155009452
psap+ parenchymal cells.s	0.194771406672241	0.966359185204329	0.237346008233612	0.73723506743738	0.549020754272315	0.493506776111405	0.30591080822598	0.847224223536188	0.786383369365559	0.155726605883833	0.253415288290427	0.949593918377798	0.862410401594746	0.386378570373296	0.675082904368886	0.790762498320737	0.934614267673302	0.747909091260822	0.774218155438124	0.311399680732474	0.116088646432155	0.204119865563146	0.156068753647821	0.152338782088021	0.183589635326415	0.122896732475651	0.14103815401886	0.196186232681897	0.171844894026975	0.255631888337428	0.181628161316513	0.164521242027397	0.352447376854151	0.731717915493539	0.842937157770685	0.7881629700181	0.75492013484349	0.968493695509342	0.962226457596096	0.866272530725925	0.28501569631567	0.938919221280322	0.897790468194737	0.972824341682723	0.638849623540136	0.742445476388081	0.756384132523842	0.699260036839108	0.434154123655953	0.819005311514628	0.663522894707016	0.617931018215045	0.674812194269741	0.936804878629273	0.497013197295199	0.738028718529028	0.479481961471904	0.482095966602441
psd+ cells.s	0.367909759765136	0.623578854713518	0.260970113851992	0.266002743318721	0.284043189543628	0.448400078126353	0.375659260872534	0.649603634703412	0.518686494572193	0.49970132542555	0.284096499924183	0.712097959034029	0.288737648132899	0.602280373355162	0.585801392344867	0.611032368164939	0.658029588112957	0.339394399806113	0.38920883130767	0.269329044703981	0.656744642992945	0.585386298947732	0.461247709251737	0.541626854753598	0.446036434159282	0.466952024572965	0.276632452685604	0.514195468509985	0.487050508872826	0.304577105841577	0.424665694031721	0.491895563993041	0.210161108890128	0.225759932456427	0.363021821631879	0.287735334847527	0.378737635943909	0.746377627081814	0.756675197988657	0.664648669395193	0.495361054393547	0.660297224268107	0.431511359193351	0.638849623540136	0.881759962049336	0.362606736242884	0.320880920840643	0.28957967849343	0.280887809251016	0.206387698583736	0.463665928737086	0.515843228545159	0.502376971956024	0.641612851179764	0.50108300391427	0.630303593808908	0.398530845251038	0.615326129032258
secretory 1.s	0.297771964841932	0.592169843189677	0.645754269449715	0.852986459205473	0.738061778258697	0.665628967861332	0.477836612975651	0.244504323820294	0.704333235644183	0.279835077225055	0.674784046856565	0.287456496234443	0.623017212058286	0.331056420367169	0.622859612597359	0.718778314234157	0.424795886785925	0.821149990104747	0.79092687842499	0.428552699387961	0.249499171986058	0.295776191708355	0.29501870477125	0.199653141740415	0.271813616617802	0.169206547266017	0.260169209402973	0.244378746122105	0.255930552965794	0.290854249866314	0.235541378754789	0.318430091608987	0.623558452687734	0.858067923797362	0.885377134724858	0.919552947645334	0.258813298067916	0.473136530907011	0.541377115111051	0.349413903466137	0.422067481475603	0.548448095391861	0.375987439155185	0.742445476388081	0.362606736242884	0.974501897533207	0.934261215137303	0.913120726074971	0.94507687534722	0.816823494090105	0.938513335441704	0.352995803908527	0.572820530288263	0.526159915215177	0.627895548778659	0.612491468413944	0.655875165945301	0.451086072106262
secretory 2.s	0.17688679245283	0.624858799201663	0.886785292327521	0.883097105585245	0.915202760663622	0.630188890030265	0.421095887944692	0.588256428970464	0.730703664697167	0.28089428837683	0.927777252167018	0.701532018565611	0.616981132075472	0.285867699900753	0.687369575876343	0.705904260750993	0.411985273183736	0.845926932429547	0.840409001039071	0.44516647802888	0.182532065045665	0.267009422050696	0.242216084367602	0.111836994672796	0.223370085669177	0.245076047772611	0.304489001134332	0.257683438155136	0.183051208177312	0.353375020006046	0.30872641509434	0.241677019437327	0.710315634568031	0.829688893248208	0.893054759944148	0.897269868496284	0.24635134390329	0.711774078893467	0.665365909784523	0.808593554945251	0.411546739364373	0.639081045492262	0.744179566287406	0.756384132523842	0.320880920840643	0.934261215137303	0.962735849056604	0.797169811320755	0.799427864265729	0.880703501502676	0.711690097422617	0.495839817156195	0.590705800139762	0.639423127032058	0.603420726772965	0.813521427007311	0.604790442313641	0.262134716981132
secretory 3.s	0.494103773584906	0.720695176025185	0.673694327091762	0.783392257728336	0.737978114480444	0.381993698728004	0.307163818645707	0.350599421527815	0.379249299369879	0.413419405352739	0.722271104022875	0.477409839418135	0.758962264150943	0.336800733256957	0.537010931742439	0.676764174971317	0.476226056729201	0.796273286398883	0.725627991133999	0.390461468140944	0.366460784133575	0.385626905850962	0.337150261855226	0.391395109899573	0.324484178179147	0.212962715508282	0.544570275149809	0.347163821503444	0.346492559469711	0.453557519605925	0.180188679245283	0.285964156517965	0.462409230063823	0.767124692370796	0.684247341663385	0.826994294358681	0.296098894537514	0.754941886149867	0.482725224526833	0.58254226557763	0.333598177774589	0.345428564342148	0.242599957199415	0.699260036839108	0.28957967849343	0.913120726074971	0.797169811320755	0.937264150943396	0.83686150369467	0.718270632902388	0.700475089406832	0.417058451663101	0.567990041928721	0.594867125457077	0.554607931945413	0.702367274135615	0.607622778980651	0.602736226415094
secretory 4.s	0.421691835856231	0.357418024969835	0.556396508683199	0.72743720252704	0.521691193384359	0.681120996558053	0.439176585285959	0.249827136014178	0.580653645261897	0.35980666528972	0.479681611896141	0.432050705446831	0.414777781763398	0.400119035098508	0.542568532394492	0.652409776015243	0.324690670950001	0.677705747520558	0.634507839887624	0.480470510387973	0.408080397324839	0.480649052310174	0.429134980988593	0.431095154574646	0.383911554329453	0.268866367821952	0.415249413261429	0.392141046532682	0.390379840460474	0.158065199628731	0.372145598679963	0.343900958333785	0.53623521934188	0.731983996636167	0.682082425451476	0.750715508219073	0.303267917768327	0.352281045085118	0.507395969239705	0.230838101159372	0.404990494296578	0.291898477996932	0.195213456050946	0.434154123655953	0.280887809251016	0.94507687534722	0.799427864265729	0.83686150369467	0.984315589353612	0.543523713191157	0.870213536618703	0.376041315510956	0.520822289844906	0.484481432299613	0.686063300563612	0.583109552202827	0.614069461971371	0.554817566539924
spp-11+ neurons.s	0.154681859406398	0.750181859154293	0.941645432685859	0.954324348946747	0.948194491105966	0.306570124574595	0.201529396302124	0.393886456854571	0.245034985113382	0.221965428472225	0.952137084517469	0.82799245994345	0.485398031405047	0.204862235299254	0.256883245827591	0.425283104698102	0.440310869203947	0.813022697421508	0.804944405767505	0.323730575935813	0.172286429001689	0.245690588733708	0.186748010163308	0.201310847256598	0.159400003799068	0.168759643490842	0.141258877351558	0.234963870562363	0.175244438179224	0.545240339302545	0.0735635658776875	0.141271337312808	0.877932081983875	0.948212109523241	0.928462349793525	0.944391487923533	0.311127810854603	0.742947823266082	0.642831969194098	0.7169330793256	0.208940871120222	0.561549467879972	0.447001126019787	0.819005311514628	0.206387698583736	0.816823494090105	0.880703501502676	0.718270632902388	0.543523713191157	0.980207351555137	0.438277737736628	0.694144674835061	0.653488486396877	0.708204775677677	0.69362696729475	0.821881632997576	0.736301717188473	0.358637624882187
Cnidocytean.n	0.694354421013688	0.609717063670252	0.425873655913979	0.565355651894669	0.342457524966918	0.867675121474866	0.725511828140926	0.269954679101822	0.777280687109281	0.546286562948566	0.268363578478192	0.203017685867938	0.6230592551486	0.591942831449021	0.773098551216947	0.842682734985112	0.764206282703015	0.704519396659723	0.718771335769037	0.768851060529683	0.50407728395277	0.53510509506833	0.551610005218818	0.451856912736766	0.607459235672743	0.318246403377215	0.521136662408117	0.555389822595705	0.54843368657675	0.276825168018826	0.521775188062646	0.596375807682997	0.524670584356393	0.65737051657462	0.655705249841872	0.6558853238265	0.696799276672694	0.672198432374227	0.721256851268605	0.177539444259115	0.587171214493402	0.805342832639748	0.208657381667223	0.663522894707016	0.463665928737086	0.938513335441704	0.711690097422617	0.700475089406832	0.870213536618703	0.438277737736628	0.895816993464052	0.10516070345664	0.208518004686151	0.177932047505719	0.471886907197315	0.121871796700665	0.554561820604105	0.23908
Dig_filamentsan.n	0.309764637230111	0.646294702582379	0.84766041002367	0.369798796919797	0.785241540789952	0.433680595208017	0.508440510854535	0.941681378968547	0.523054257819739	0.599239350749989	0.888951003849979	0.684391888609268	0.723612624003112	0.461689229851998	0.510082511543312	0.623098133433111	0.582701181591025	0.418250462016764	0.437032538825164	0.589447889554125	0.474153646836553	0.555624284077892	0.473767492454235	0.539967347461945	0.484832554453593	0.497329119736249	0.447443156190272	0.498742431680576	0.498636967072549	0.57956819573054	0.384408675354989	0.554236801197473	0.418276257008764	0.492273400502797	0.462152184119408	0.424851153285432	0.53510586405634	0.684246158707588	0.672886283603691	0.901407635491981	0.581903296617146	0.53868508653486	0.891140256854988	0.617931018215045	0.515843228545159	0.352995803908527	0.495839817156195	0.417058451663101	0.376041315510956	0.694144674835061	0.10516070345664	0.963814432989691	0.636915861591995	0.622133796778924	0.420892049430955	0.47543894792859	0.281845136548247	0.494205360824742
Epitheliuman.n	0.462368972746331	0.67576565449423	0.733925914654764	0.489844882918691	0.694840423082842	0.502824401295734	0.56442737708491	0.805428357751707	0.56182943466306	0.468515691929377	0.772119340173281	0.660770357922164	0.712272886093641	0.507968760248641	0.565350176773386	0.669328910193645	0.681611488389965	0.447673125320034	0.544904498039334	0.542853938268687	0.424906577833519	0.522856811034877	0.434835579894408	0.493293112049459	0.575596068236704	0.459213591497853	0.466372764741865	0.47297406908256	0.520204453007921	0.595107653111294	0.313788434661076	0.509765263368513	0.508473137667188	0.566490716962638	0.48085249265054	0.557437087065625	0.607885409312445	0.694266980328843	0.73844641133039	0.773392369078427	0.463786176143142	0.630281195843739	0.817079885508435	0.674812194269741	0.502376971956024	0.572820530288263	0.590705800139762	0.567990041928721	0.520822289844906	0.653488486396877	0.208518004686151	0.636915861591995	0.800314465408805	0.541143505959311	0.397573951369332	0.297829180497952	0.408396197775257	0.404884898672257
Gastrodermisan.n	0.337905651691802	0.924875099124193	0.394438742026037	0.478607728204353	0.391097537232314	0.606033676456291	0.484764230837258	0.659562630554516	0.533328891731965	0.357507214800752	0.450858420904609	0.864691871270629	0.761077450557468	0.546281833262103	0.559885326503766	0.687106219928708	0.882843073073112	0.695382768630378	0.764588434916564	0.584916687141151	0.211730610775845	0.378039508267422	0.341067555985486	0.380964045078297	0.326234191251397	0.437715019588245	0.283419927393593	0.367258196511687	0.343469968716767	0.566563883814636	0.267098314712465	0.363490895493024	0.411194375937981	0.56179963599636	0.644040444215523	0.608248648057993	0.640352084929849	0.954751888223961	0.94130044741228	0.650030217610304	0.506339175225252	0.818749686435623	0.608362022054867	0.936804878629273	0.641612851179764	0.526159915215177	0.639423127032058	0.594867125457077	0.484481432299613	0.708204775677677	0.177932047505719	0.622133796778924	0.541143505959311	0.956594291852079	0.356877907551763	0.724492762881798	0.24335286217758	0.351125533220807
